;Producto;Usuario;Detalle Producto;Precio;Ubicacion;Fecha;Visitas;Hash;url
726;Fiat 500 Dolcevita 1.0 Hybrid 70cv;set();"NUEVO a matricular. En stock.
Precio condicionado a financiación del 100 %.
Matriculación y preentrega: + 580 euros.
Garantía de las baterías: 8 años.
Opcionales Incluidos: Climatizador automático, Pack Confort Plus (Sensor de lluvia, Encendido automático de luces, Sensor aparcamiento trasero, Faros antiniebla), Asientos traseros 50/50. Fiat 500 Coupe en Sotillo de la Adrada";"Precio al contado19.490 EURPrecio financiado
												
											16.990 EUR";Ninguno;Ninguno;0;Ninguno;Ninguna
727;Fiat 500 Dolcevita 1.0 Hybrid 70cv;set();"NUEVO a matricular. En stock.
Precio condicionado a financiación del 100 %.
Matriculación y preentrega: + 580 euros.
Garantía de las baterías: 8 años.
Opcionales Incluidos: Climatizador automático, Pack Confort Plus (Sensor de lluvia, Encendido automático de luces, Sensor aparcamiento trasero, Faros antiniebla), Asientos traseros 50/50. Fiat 500 Coupe en Sotillo de la Adrada";"Precio al contado19.490 EURPrecio financiado
												
											16.990 EUR";Ninguno;Ninguno;0;Ninguno;Ninguna
728;Fiat 500C 1.2 69CV Lounge;INTEGRAL MOTION MADRID S.;"INTEGRAL MOTION LÍDERES EN VENTAS. MÁS DE 30 AÑOS EN EL SECTOR Y MÁS DE 600 VEHÍCULOS EN STOCK. *LA OFERTA LLEVA GASTOS E IMPUESTOS INCLUIDOS. PRECIO LLAVE EN MANO !!! *LO PONEMOS FÁCIL ENTREGA A DOMICILIO *LA MEJOR RELACIÓN CALIDAD PRECIO *REVISADO Y CERTIFICADO DE 115 PUNTOS DE CONTROL *MILES DE CLIENTES SATISFECHOS *RECOGEMOS TU VEHICULO COMO PARTE DE PAGO *TODOS NUESTROS VEHICULOS SE ENTREGAN CON KM CERTIFICADOS EN FACTURA *GARANTIA 12 MESES A NIVEL NACIONAL *SIN GASTOS DE MANTENIMIENTO EL PRIMER AÑO O 15.000 KMS *VEHICULO DE SUSTITUCIÓN *NOS ADAPTAMOS A TI, A TUS NECESIDADES Y A TU HORARIO.TE BUSCAMOS FINANCIACIÓN SI LA NECESITAS... ASESORARTE SOBRE MOTORIZACIONES, EMISIONES... LLÁMANOS PARA AGENDAR UNA CITA. **ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL** VEN A VISITARNOS A NUESTRAS INSTALACIONES DE CORUÑA,LA GRELA, FERROL, SANTIAGO DE COMPOSTELA, PONTEVEDRA Y MADRID, NUESTRO EQUIPO DE ASESORES TE AYUDARÁ EN LA ELECCIÓN DE TU NUEVO VEHÍCULO. CARACTERÍSTICAS - desde 06/2018 - Climatizador [140] - Reducción CO2 [7JE/7AK] - Preinstalación Apple CarPlay/Android Auto [8EW] - Cierre centralizado con mando a distancia [008] - Retrovisores eléctricos/térmicos/abatibles [041] - modelo 2018 [MY18] - Radio U-Connect con pantalla táctil 7"" [7Q8] - Asiento conductor regulable en altura [626] - Kit ""Cromo"" [4MQ/4PK/1CR] - Kit ""Confort"" [890] - 1242 cc (1.2 Ltr) 69CV/51kW [1.2_BZ_49/51] - 5 velocidades [005] - Servodirección eléctrica [112] - Sistema ""Start&Stop"" [5DE] - Regulador de velocidad [416] - Limitador de velocidad [58E] - 185/55 R 15 .. H - 6 J x 15 aleación [74B] - Control de estabilidad (ESP) [392] - Airbag de acompañante [502] - Airbag de rodillas [150] - Airbags laterales de cabeza [614] - Airbags laterales [505] - 2 puertas (Cabrio) [TCCBR] - Norma antipolución Euro 6D [ECOE6D] - Bicapa sólido. Fiat 500C Coupe en Poligono Industrial San Fernando";11.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500c-1-2-69cv-lounge-847201935
729;FIAT 500C 1.2I DESCAPOTABLE;AUTOS J.;SE VENDE FANTASTICO FIAT 500C 1.2I DESCAPOTABLE BLANCO NACARADO EN UN ESTADO MUY BUENO EN GENERAL EL VEHICULO DISPONE DE TODOS LOS EXTRAS COMO AIRE ACONDICIONADO ELEVALUNAS ELECTRICOS CIERRE CENTRALIZADO AIRBAG FRENOS CON ABS DIRECION ASISTIDA Y MUCHOS MAS EXTRAS MEJOR VER Y PROBAR INTERESADOS NO CONTESTO EMAIL EL VEHICULO ES NACIONAL Y KILOMETROS GARANTIZADOS POR ESCRITO. Fiat 500 Coupe en Móstoles;5.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500c-1-2i-descapotable-847249363
730;Fiat 500c cabrio 1.2 Lounge;Automoviles 10 E.;"Fiat 500 cabrio 1.2 Lounge. Totalmente equipado y en perfecto estado de chapa, pintura y mecánico.
Terminación Lounge, climatizador automático, sistema de sonido Blue&me, llantas de 16"", capota eléctrica en color beige.

Con todas las garantías, garantía de kilometraje, garantía de no siniestralidad, garantía mecánica de 1 año desde la fecha de compra. No dude en consultarnos. Fiat 500 Coupe en Madrid";8.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500c-cabrio-1-2-lounge-847891820
731;FIAT 500C Dolcevita SS Ed. 1.0 Hybrid 51KW (70 CV);DreamMotors C.;Fiat 500C 1.0 70cv Hybrid Dolcevita Special Serie. Precio vinculado a financiación. Vehículo de entrega inmediata. Persona de contacto: Héctor Navarro 689 134 093. Fiat 500C 1.0 70cv Hybrid Dolcevita Special Serie. Precio vinculado a financiación. Vehículo de entrega inmediata. Persona de contacto: Héctor Navarro 689 134 093. FIAT 500C Coupe en Barcelona;22.752 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500c-dolcevita-ss-ed-1-0-hybrid-51kw-70-cv-847826804
732;Fiat Coupe 16V;M M.;Fiat coupe 16V pininfarina, con techo solar y asientos de cuero.Motor e itv al día,pintura en perfecto estado.Se encuentra en Santa Pola. Fiat Coupe Coupe en Elx/Elche;5.400 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-16v-844626091
733;Fiat Coupe 1994;Sergio C.;"se vende fiat coupe 2.0 16v turbo de 1994. 
con 135.452km.
se le rehizo el motor en diciembre por haber calado mal la distribucion, aporto facturas de la reparacion.
el coche duerme en garaje, de no fumador y solo se usaba de capricho.
con el coche entrego la moqueta de la puerta del maletero de un fase 2, latiguillos metalicos, una funda generica, pilotos traseros y espejos, y varios mandos de la calefaccion.
vendo el coche por irme al extranjero y no darle uso. Fiat Coupe Coupe en Loeches";7.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-1994-844050504
734;Fiat Coupe 1996;francisco b.;Fiat Coupe Coupe en Juliana;5.800 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-1996-845709958
735;Fiat Coupe 1997;Juan Miguel A.;"Deportivo o coupé. Ficha del FIAT Coupé con el motor 1.75 de 130 CV de potencia. Con caja de cambios Manual y 2 puertas, este vehículo es del año 1997. 
En perfecto estado, motor como nuevo, asientos de cuero negro originales, duerme en garaje. Fiat Coupe Coupe en Zizur Mayor/Zizur Nagusia";2.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-1997-842801535
736;Fiat Coupe 1997;Natalia R.;"Vendo faros de Fiat coupe. También dispongo de más piezas.
";25 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-1997-847435713
737;Fiat Coupe 1997;Josefina C.;Fiat Coupe Coupe en Baeza;3.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-coupe-1997-847733206
738;Fiat Doblò 2009 furgoneta de carga cerrada 2 plaza;Rubén;"Se vende furgoneta Fiat doblo 1.3jtd del año 2009.
CON PEGATINA MEDIOAMBIENTAL.
Trampilla abrible de techo para carga.
Baca de techo.
Puerta lateral corredera.
Motor cambiado con  180000km.
Dirección asistida. 
Elevalunas eléctricos.
Se entrega con ITV recién pasada. 
Cerrada ,solo de carga. Fiat Doblò Furgoneta en Rubí";2.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-doblo-2009-846795386
739;Fiat doblo furgoneta camperizada5plaza;Sapi E.;"Vendo Fiat Doblo de gasoil, cinco plazas, cinco puertas, acristalado, modificable para volverse Camper .
Tiene solo 99000/km, todas las revisión hechas, año por año.
Cuatro neumáticos nuevos, correa de distribución sustituida el pasado año.
El automóvil es en perfecto estado, los interior en estado impecable.
Todo perfectamente funcionamiento, aire acondicionado cargado hace poco.
Pintura muí lúcida.
No necesita ningún arreglo.
Tiene una cama desmontable de1.80 x1.30.
Para información, contactar por WhatsApp. Fiat Doblò Sedan en Arinaga";6.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-doblo-furgoneta-camperizada5plaza-847319861
740;Fiat Freemont 2.0 16v Diesel Lounge 103 kW (140 CV);OCASIONPLUS S.;"*GET* LLEGAN A OCASIONPLUS LOS PRECIOS MÁS FRESCOS DEL VERANO 5000 COCHES CON DESCUENTO DE HASTA 6000€ SÓLO HASTA FIN DE MES ESTRENA VACACIONES CON TU NUEVO COCHE OCASIONPLUS - Nº1 Calidad/Precio 47 centros en toda la península Elige tu coche y te lo llevamos a tu provincia ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Luz diurna, Asientos calefactables, Control de velocidad, Volante multifunción, Bluetooth, Aire Acondicionado, Airbag (Airbag acompañante, Airbag conductor, Airbags laterales), Tapicería de piel, Asistente de aparcamiento, Radio con sistema de navegación, Tercera fila de asientos, Asistente de arranque en pendiente, Isofix, Encendido automático de faros, Arranque por botón, Llantas de aleación (19""). - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro por 100€ - Abierto Domingo y Festivos. Fiat Freemont 4x4 en Santiago de Compostela";12.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-freemont-2-0-16v-diesel-lounge-103-kw-140-cv-848119517
741;Fiat Freemont 2.0 16v Diesel Lounge 103 kW (140 CV);OCASIONPLUS B.;"*GET* LLEGAN A OCASIONPLUS LOS PRECIOS MÁS FRESCOS DEL VERANO 5000 COCHES CON DESCUENTO DE HASTA 6000€ SÓLO HASTA FIN DE MES ESTRENA VACACIONES CON TU NUEVO COCHE OCASIONPLUS - Nº1 Calidad/Precio 47 centros en toda la península Elige tu coche y te lo llevamos a tu provincia ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Luz diurna, Asientos calefactables, Control de velocidad, Volante multifunción, Bluetooth, Aire Acondicionado, Airbag (Airbag acompañante, Airbag conductor, Airbags laterales), Tapicería de piel, Asistente de aparcamiento, Radio con sistema de navegación, Tercera fila de asientos, Asistente de arranque en pendiente, Isofix, Encendido automático de faros, Arranque por botón, Llantas de aleación (19""). - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro por 100€ - Abierto Domingo y Festivos. Fiat Freemont 4x4 en Badajoz";12.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-freemont-2-0-16v-diesel-lounge-103-kw-140-cv-848133565
742;Fiat Freemont 2.0 16v Diesel Lounge 103 kW (140 CV);OCASIONPLUS  T.;"*GET* LLEGAN A OCASIONPLUS LOS PRECIOS MÁS FRESCOS DEL VERANO 5000 COCHES CON DESCUENTO DE HASTA 6000€ SÓLO HASTA FIN DE MES ESTRENA VACACIONES CON TU NUEVO COCHE OCASIONPLUS - Nº1 Calidad/Precio 47 centros en toda la península Elige tu coche y te lo llevamos a tu provincia ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Luz diurna, Asientos calefactables, Control de velocidad, Volante multifunción, Bluetooth, Aire Acondicionado, Airbag (Airbag acompañante, Airbag conductor, Airbags laterales), Tapicería de piel, Asistente de aparcamiento, Radio con sistema de navegación, Tercera fila de asientos, Asistente de arranque en pendiente, Isofix, Encendido automático de faros, Arranque por botón, Llantas de aleación (19""). - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro por 100€ - Abierto Domingo y Festivos. Fiat Freemont 4x4 en Mercado Parque Corredor del Henares";12.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-freemont-2-0-16v-diesel-lounge-103-kw-140-cv-848133693
743;Fiat Punto Evo 2007;Moises v.;¡HOLA BUENAS! Se Vende Precioso Fiat Punto Evo De Edición Limitada 2.0 De 150 CV, Kit De Distribución Con Facturas, Neumáticos Al 80%  Se Entrega Con ITV Recién Pasada, Ver Y Probar Sin Compromiso, Color Rojo. Fiat Punto Evo Coupe en Plasencia;2.499 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-punto-evo-2007-847039282
744;Fiat Tipo 1.3 Multijet Pop 70 kW (95 CV);CarNext.com S.;"Nuestros coches son cuidadosamente seleccionados, y al comprarlo, si no cubre tus expectativas puedes ejercitar tu derecho de desistimiento. Puedes comprarlo y financiarlo cómodamente ¡y además te lo llevamos gratis! Disponemos de tres tiendas; Madrid, Barcelona y Valencia. Más de 1.000 clientes nos valoran con una puntación de 4,8 sobre 5 en Trustpilot. ¿Por qué elegir CarNext? Somos la empresa más transparente del mercado con nuestro precio final TODO INCLUIDO: Transferencia e ITV en vigor, 12 meses de garantía, 14 días derecho de desistimiento. Revisados y certificados por una empresa externa en más de 220 puntos. Historial completo de mantenimiento. Transporte a domicilio totalmente ¡Gratis! en Península ¿Quieres vender tu coche actual? Te ofreceremos la mejor tasación del mercado. Además, te ayudamos con la financiación de tu vehículo. Financia el 100% de tu coche con las mejores condiciones. Visita Carnext.com para ver nuestras imágenes 360°, concertar una cita o reservar tu coche. En nuestra página web podrás encontrar los mejores coches 4x4, SUV, cabrio, furgoneta, coupé, sedán, familiar, 7 plazas... Todos ellos en una gran variedad de acabados Allure, GTI, FR, AMG, GT LINE, Sport, S Line, M Sport, ST Line, Avant, R Line… entre muchos otros. Sujeto a modificaciones de precio y errores tipográficos. Ningún derecho puede provenir de la información proporcionada. Fiat Tipo Sedan en Barcelona";11.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-tipo-1-3-multijet-pop-70-kw-95-cv-847198095
745;Fiat Tipo 1.3 Multijet Pop 70 kW (95 CV);CarNext.com C.;"Nuestros coches son cuidadosamente seleccionados, y al comprarlo, si no cubre tus expectativas puedes ejercitar tu derecho de desistimiento. Puedes comprarlo y financiarlo cómodamente ¡y además te lo llevamos gratis! Disponemos de tres tiendas; Madrid, Barcelona y Valencia. Más de 1.000 clientes nos valoran con una puntación de 4,8 sobre 5 en Trustpilot. ¿Por qué elegir CarNext? Somos la empresa más transparente del mercado con nuestro precio final TODO INCLUIDO: Transferencia e ITV en vigor, 12 meses de garantía, 14 días derecho de desistimiento. Revisados y certificados por una empresa externa en más de 220 puntos. Historial completo de mantenimiento. Transporte a domicilio totalmente ¡Gratis! en Península ¿Quieres vender tu coche actual? Te ofreceremos la mejor tasación del mercado. Además, te ayudamos con la financiación de tu vehículo. Financia el 100% de tu coche con las mejores condiciones. Visita Carnext.com para ver nuestras imágenes 360°, concertar una cita o reservar tu coche. En nuestra página web podrás encontrar los mejores coches 4x4, SUV, cabrio, furgoneta, coupé, sedán, familiar, 7 plazas... Todos ellos en una gran variedad de acabados Allure, GTI, FR, AMG, GT LINE, Sport, S Line, M Sport, ST Line, Avant, R Line… entre muchos otros. Sujeto a modificaciones de precio y errores tipográficos. Ningún derecho puede provenir de la información proporcionada. Fiat Tipo Sedan en Valencia";11.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-tipo-1-3-multijet-pop-70-kw-95-cv-847198607
746;Fiat Tipo 1.3 Multijet Pop 70 kW (95 CV);CarNext.com B.;"Nuestros coches son cuidadosamente seleccionados, y al comprarlo, si no cubre tus expectativas puedes ejercitar tu derecho de desistimiento. Puedes comprarlo y financiarlo cómodamente ¡y además te lo llevamos gratis! Disponemos de tres tiendas; Madrid, Barcelona y Valencia. Más de 1.000 clientes nos valoran con una puntación de 4,8 sobre 5 en Trustpilot. ¿Por qué elegir CarNext? Somos la empresa más transparente del mercado con nuestro precio final TODO INCLUIDO: Transferencia e ITV en vigor, 12 meses de garantía, 14 días derecho de desistimiento. Revisados y certificados por una empresa externa en más de 220 puntos. Historial completo de mantenimiento. Transporte a domicilio totalmente ¡Gratis! en Península ¿Quieres vender tu coche actual? Te ofreceremos la mejor tasación del mercado. Además, te ayudamos con la financiación de tu vehículo. Financia el 100% de tu coche con las mejores condiciones. Visita Carnext.com para ver nuestras imágenes 360°, concertar una cita o reservar tu coche. En nuestra página web podrás encontrar los mejores coches 4x4, SUV, cabrio, furgoneta, coupé, sedán, familiar, 7 plazas... Todos ellos en una gran variedad de acabados Allure, GTI, FR, AMG, GT LINE, Sport, S Line, M Sport, ST Line, Avant, R Line… entre muchos otros. Sujeto a modificaciones de precio y errores tipográficos. Ningún derecho puede provenir de la información proporcionada. Fiat Tipo Sedan en Sant Cugat del Vallès";11.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-tipo-1-3-multijet-pop-70-kw-95-cv-847198923
747;Fiat Tipo 1.3 Multijet Pop 70 kW (95 CV);CarNext.com M.;"Nuestros coches son cuidadosamente seleccionados, y al comprarlo, si no cubre tus expectativas puedes ejercitar tu derecho de desistimiento. Puedes comprarlo y financiarlo cómodamente ¡y además te lo llevamos gratis! Disponemos de tres tiendas; Madrid, Barcelona y Valencia. Más de 1.000 clientes nos valoran con una puntación de 4,8 sobre 5 en Trustpilot. ¿Por qué elegir CarNext? Somos la empresa más transparente del mercado con nuestro precio final TODO INCLUIDO: Transferencia e ITV en vigor, 12 meses de garantía, 14 días derecho de desistimiento. Revisados y certificados por una empresa externa en más de 220 puntos. Historial completo de mantenimiento. Transporte a domicilio totalmente ¡Gratis! en Península ¿Quieres vender tu coche actual? Te ofreceremos la mejor tasación del mercado. Además, te ayudamos con la financiación de tu vehículo. Financia el 100% de tu coche con las mejores condiciones. Visita Carnext.com para ver nuestras imágenes 360°, concertar una cita o reservar tu coche. En nuestra página web podrás encontrar los mejores coches 4x4, SUV, cabrio, furgoneta, coupé, sedán, familiar, 7 plazas... Todos ellos en una gran variedad de acabados Allure, GTI, FR, AMG, GT LINE, Sport, S Line, M Sport, ST Line, Avant, R Line… entre muchos otros. Sujeto a modificaciones de precio y errores tipográficos. Ningún derecho puede provenir de la información proporcionada. Fiat Tipo Sedan en Málaga";11.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-tipo-1-3-multijet-pop-70-kw-95-cv-847202787
